Order_ID,Order_Date,SKU_ID,Product_Name,Category,Sub_Category,Brand,Amazon_MRP,Sell_Price,Discount_Pct,Quantity,Revenue_INR,Net_Revenue_INR,Order_Status,Sales_Channel,Fulfilment,B2B_Flag,Region,City,Courier_Partner,Warehouse,Delivery_Days,Shipping_Cost_INR,Return_Flag,Currency,Month,Week,Day_of_Week,YM
ORD-2024-100019,2024-01-22,AMZ-IN-P005,Mamaearth Vitamin C Face Serum,Health & Personal Care,Skin Care,Mamaearth,599,490.58,18.1,2,981.16,981.16,Delivered,Amazon.in,Amazon,0,Telangana,Warangal,DTDC,Bengaluru WH,2.0,35.49,0,INR,2024-01,2024-01-22/2024-01-28,Monday,2024-01
ORD-2024-100020,2024-01-08,AMZ-IN-P008,Gillette Mach3 Razor Starter,Health & Personal Care,Grooming,Gillette,499,406.68,18.5,3,1220.04,1220.04,Delivered,Amazon.in,Amazon,0,Gujarat,Vadodara,Ecom Express,Mumbai WH,4.0,50.67,0,INR,2024-01,2024-01-08/2024-01-14,Monday,2024-01
ORD-2024-100021,2024-01-10,AMZ-IN-E004,Realme Narzo 60x 5G,Electronics & Mobiles,Smartphone,Realme,13999,12907.08,7.8,1,12907.08,12907.08,Delivered,Shiprocket,Merchant,0,Tamil Nadu,Salem,Delhivery,Bengaluru WH,2.0,44.13,0,INR,2024-01,2024-01-08/2024-01-14,Wednesday,2024-01
ORD-2024-100022,2024-01-03,AMZ-IN-E012,Canon PIXMA G3010 Printer,Electronics & Mobiles,Printer,Canon,12999,11257.13,13.4,4,45028.52,45028.52,Delivered,INCREFF B2B,Merchant,1,Delhi,Faridabad,XpressBees,Mumbai WH,4.0,359.31,0,INR,2024-01,2024-01-01/2024-01-07,Wednesday,2024-01
ORD-2024-100023,2024-01-04,AMZ-IN-F009,Woodland Waterproof Ankle Boots,Fashion & Apparel,Footwear,Woodland,4499,3351.76,25.5,4,13407.04,13407.04,Delivered,Shiprocket,Merchant,0,Gujarat,Ahmedabad,Delhivery,Mumbai WH,2.0,93.45,0,INR,2024-01,2024-01-01/2024-01-07,Thursday,2024-01
ORD-2024-100024,2024-01-11,AMZ-IN-H003,Havells Prolife Zest Steam Iron,Home & Kitchen,Steam Iron,Havells,1395,1323.86,5.1,1,1323.86,1323.86,Delivered,Shiprocket,Merchant,0,Uttar Pradesh,Lucknow,XpressBees,Mumbai WH,3.0,85.3,0,INR,2024-01,2024-01-08/2024-01-14,Thursday,2024-01
ORD-2024-100025,2024-01-31,AMZ-IN-E003,boAt Airdopes 141 TWS,Electronics & Mobiles,TWS Earbuds,boAt,1299,1105.45,14.9,1,1105.45,1105.45,Delivered,Amazon.in,Amazon,0,Maharashtra,Pune,BlueDart,Mumbai WH,1.0,81.41,0,INR,2024-01,2024-01-29/2024-02-04,Wednesday,2024-01
ORD-2024-100026,2024-01-31,AMZ-IN-E009,boAt Stone 352 Bluetooth Speaker,Electronics & Mobiles,Speaker,boAt,1299,1208.07,7.0,1,1208.07,1208.07,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Lucknow,Delhivery,Delhi WH,2.0,71.51,0,INR,2024-01,2024-01-29/2024-02-04,Wednesday,2024-01
ORD-2024-100027,2024-01-17,AMZ-IN-E001,Samsung Galaxy M34 5G,Electronics & Mobiles,Smartphone,Samsung,17999,15569.14,13.5,1,15569.14,15569.14,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Lucknow,Delhivery,Delhi WH,4.0,57.93,0,INR,2024-01,2024-01-15/2024-01-21,Wednesday,2024-01
ORD-2024-100028,2024-01-05,AMZ-IN-E011,HP 15s Ryzen 3 Laptop,Electronics & Mobiles,Laptop,HP,42999,34571.2,19.6,1,34571.2,34571.2,Delivered,Amazon.in,Amazon,0,Maharashtra,Pune,Ecom Express,Mumbai WH,1.0,64.53,0,INR,2024-01,2024-01-01/2024-01-07,Friday,2024-01
ORD-2024-100029,2024-01-10,AMZ-IN-F012,Fastrack Analog Watch,Fashion & Apparel,Accessories,Fastrack,1495,1167.6,21.9,1,1167.6,1167.6,Delivered,Shiprocket,Merchant,0,Telangana,Karimnagar,Delhivery,Hyderabad WH,1.0,46.24,0,INR,2024-01,2024-01-08/2024-01-14,Wednesday,2024-01
ORD-2024-100030,2024-01-23,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,1941.72,22.3,1,1941.72,1941.72,Delivered,Amazon.in,Amazon,0,Rajasthan,Jodhpur,XpressBees,Delhi WH,1.0,53.69,0,INR,2024-01,2024-01-22/2024-01-28,Tuesday,2024-01
ORD-2024-100031,2024-01-31,AMZ-IN-P003,Patanjali Kesh Kanti Shampoo,Health & Personal Care,Hair Care,Patanjali,149,119.05,20.1,5,595.25,595.25,Delivered,INCREFF B2B,Merchant,1,Tamil Nadu,Coimbatore,Delhivery,Hyderabad WH,1.0,54.33,0,INR,2024-01,2024-01-29/2024-02-04,Wednesday,2024-01
ORD-2024-100032,2024-01-10,AMZ-IN-P011,Dabur Chyawanprash 1kg,Health & Personal Care,Health Supplement,Dabur,499,429.14,14.0,3,1287.42,1287.42,Delivered,Shiprocket,Merchant,1,Gujarat,Surat,DTDC,Mumbai WH,3.0,94.36,0,INR,2024-01,2024-01-08/2024-01-14,Wednesday,2024-01
ORD-2024-100033,2024-01-18,AMZ-IN-E013,Logitech MK215 Keyboard+Mouse,Electronics & Mobiles,Peripherals,Logitech,1495,1311.12,12.3,1,1311.12,1311.12,Delivered,Amazon.in,Amazon,0,Maharashtra,Mumbai,Delhivery,Delhi WH,2.0,41.54,0,INR,2024-01,2024-01-15/2024-01-21,Thursday,2024-01
ORD-2024-100034,2024-01-02,AMZ-IN-H009,Eureka Forbes Aquaguard Purifier,Home & Kitchen,Water Purifier,Eureka Forbes,6999,5508.21,21.3,4,22032.84,22032.84,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Kanpur,Ecom Express,Delhi WH,2.0,538.89,0,INR,2024-01,2024-01-01/2024-01-07,Tuesday,2024-01
ORD-2024-100035,2024-01-03,AMZ-IN-P009,Whisper Ultra Soft XL Pads 40s,Health & Personal Care,Feminine Hygiene,Whisper,349,255.82,26.7,4,1023.28,1023.28,Delivered,INCREFF B2B,Merchant,1,Uttar Pradesh,Varanasi,Delhivery,Delhi WH,3.0,104.93,0,INR,2024-01,2024-01-01/2024-01-07,Wednesday,2024-01
ORD-2024-100036,2024-01-14,AMZ-IN-E002,Redmi Note 13 Pro+,Electronics & Mobiles,Smartphone,Xiaomi,26999,21761.19,19.4,1,21761.19,21761.19,Cancelled,Amazon.in,Amazon,0,Karnataka,Mysuru,XpressBees,Bengaluru WH,,50.2,0,INR,2024-01,2024-01-08/2024-01-14,Sunday,2024-01
ORD-2024-100037,2024-01-23,AMZ-IN-E003,boAt Airdopes 141 TWS,Electronics & Mobiles,TWS Earbuds,boAt,1299,1136.62,12.5,1,1136.62,1136.62,Delivered,Amazon.in,Amazon,0,Delhi,New Delhi,DTDC,Mumbai WH,2.0,38.04,0,INR,2024-01,2024-01-22/2024-01-28,Tuesday,2024-01
ORD-2024-100038,2024-01-18,AMZ-IN-F005,W for Woman Flared Kurta,Fashion & Apparel,Ethnic Wear,W,1099,907.77,17.4,2,1815.54,1815.54,Delivered,Amazon.in,Amazon,0,West Bengal,Durgapur,XpressBees,Mumbai WH,1.0,53.33,0,INR,2024-01,2024-01-15/2024-01-21,Thursday,2024-01
ORD-2024-100039,2024-01-19,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2069.17,17.2,2,4138.34,4138.34,Delivered,Amazon.in,Amazon,0,Maharashtra,Nashik,BlueDart,Delhi WH,1.0,79.74,0,INR,2024-01,2024-01-15/2024-01-21,Friday,2024-01
ORD-2024-100040,2024-01-09,AMZ-IN-F002,Fabindia Cotton Kurta,Fashion & Apparel,Ethnic Wear,Fabindia,1299,1013.22,22.0,2,2026.44,2026.44,Delivered,Shiprocket,Merchant,0,West Bengal,Kolkata,Delhivery,Mumbai WH,2.0,45.04,0,INR,2024-01,2024-01-08/2024-01-14,Tuesday,2024-01
ORD-2024-100041,2024-01-10,AMZ-IN-P007,Dove Moisturising Soap 100g x4,Health & Personal Care,Personal Care,Dove,299,244.58,18.2,1,244.58,244.58,Shipped,Shiprocket,Merchant,0,Gujarat,Ahmedabad,BlueDart,Mumbai WH,3.0,90.08,0,INR,2024-01,2024-01-08/2024-01-14,Wednesday,2024-01
ORD-2024-100042,2024-01-15,AMZ-IN-H009,Eureka Forbes Aquaguard Purifier,Home & Kitchen,Water Purifier,Eureka Forbes,6999,5858.16,16.3,1,5858.16,5858.16,Delivered,Amazon.in,Amazon,0,Gujarat,Surat,BlueDart,Mumbai WH,2.0,309.15,0,INR,2024-01,2024-01-15/2024-01-21,Monday,2024-01
ORD-2024-100043,2024-01-08,AMZ-IN-F002,Fabindia Cotton Kurta,Fashion & Apparel,Ethnic Wear,Fabindia,1299,1065.18,18.0,4,4260.72,4260.72,Delivered,Shiprocket,Merchant,0,Maharashtra,Pune,Delhivery,Mumbai WH,1.0,47.55,0,INR,2024-01,2024-01-08/2024-01-14,Monday,2024-01
ORD-2024-100044,2024-01-15,AMZ-IN-H013,Morphy Richards Fresco Kettle,Home & Kitchen,Kettle,Morphy Richards,1299,1191.18,8.3,2,2382.36,2382.36,Delivered,Shiprocket,Merchant,0,Maharashtra,Nashik,DTDC,Mumbai WH,2.0,53.94,0,INR,2024-01,2024-01-15/2024-01-21,Monday,2024-01
ORD-2024-100045,2024-01-01,AMZ-IN-E009,boAt Stone 352 Bluetooth Speaker,Electronics & Mobiles,Speaker,boAt,1299,1010.62,22.2,3,3031.86,3031.86,Delivered,INCREFF B2B,Merchant,1,Maharashtra,Mumbai,XpressBees,Mumbai WH,4.0,85.51,0,INR,2024-01,2024-01-01/2024-01-07,Monday,2024-01
ORD-2024-100046,2024-01-24,AMZ-IN-H004,Milton Thermosteel Flip Bottle,Home & Kitchen,Bottle,Milton,499,410.18,17.8,5,2050.9,0.0,Returned,INCREFF B2B,Merchant,1,Rajasthan,Jodhpur,DTDC,Mumbai WH,,76.71,1,INR,2024-01,2024-01-22/2024-01-28,Wednesday,2024-01
ORD-2024-100047,2024-01-16,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2251.6,9.9,1,2251.6,2251.6,Shipped,Shiprocket,Merchant,0,Gujarat,Vadodara,Delhivery,Mumbai WH,4.0,51.47,0,INR,2024-01,2024-01-15/2024-01-21,Tuesday,2024-01
ORD-2024-100048,2024-01-22,AMZ-IN-F006,Van Heusen Formal Shirt,Fashion & Apparel,Formals,Van Heusen,1499,1001.33,33.2,1,1001.33,0.0,Returned,Amazon.in,Amazon,0,Uttar Pradesh,Varanasi,XpressBees,Mumbai WH,,68.9,1,INR,2024-01,2024-01-22/2024-01-28,Monday,2024-01
ORD-2024-100049,2024-01-12,AMZ-IN-F006,Van Heusen Formal Shirt,Fashion & Apparel,Formals,Van Heusen,1499,884.41,41.0,6,5306.46,5306.46,Delivered,INCREFF B2B,Merchant,1,Tamil Nadu,Coimbatore,DTDC,Hyderabad WH,1.0,71.96,0,INR,2024-01,2024-01-08/2024-01-14,Friday,2024-01
ORD-2024-100050,2024-01-25,AMZ-IN-E011,HP 15s Ryzen 3 Laptop,Electronics & Mobiles,Laptop,HP,42999,40419.06,6.0,1,40419.06,40419.06,Delivered,Shiprocket,Merchant,0,Tamil Nadu,Madurai,Ecom Express,Bengaluru WH,2.0,70.13,0,INR,2024-01,2024-01-22/2024-01-28,Thursday,2024-01
ORD-2024-100051,2024-01-10,AMZ-IN-E001,Samsung Galaxy M34 5G,Electronics & Mobiles,Smartphone,Samsung,17999,14759.18,18.0,4,59036.72,59036.72,Delivered,INCREFF B2B,Merchant,1,Rajasthan,Kota,Delhivery,Delhi WH,3.0,75.71,0,INR,2024-01,2024-01-08/2024-01-14,Wednesday,2024-01
ORD-2024-100052,2024-02-12,AMZ-IN-H003,Havells Prolife Zest Steam Iron,Home & Kitchen,Steam Iron,Havells,1395,1082.52,22.4,1,1082.52,1082.52,Delivered,Amazon.in,Amazon,0,Maharashtra,Nagpur,Delhivery,Mumbai WH,1.0,58.74,0,INR,2024-02,2024-02-12/2024-02-18,Monday,2024-02
ORD-2024-100053,2024-02-15,AMZ-IN-E009,boAt Stone 352 Bluetooth Speaker,Electronics & Mobiles,Speaker,boAt,1299,1098.95,15.4,2,2197.9,0.0,Returned,Amazon.in,Amazon,0,Uttar Pradesh,Kanpur,DTDC,Mumbai WH,,81.85,1,INR,2024-02,2024-02-12/2024-02-18,Thursday,2024-02
ORD-2024-100054,2024-02-15,AMZ-IN-E009,boAt Stone 352 Bluetooth Speaker,Electronics & Mobiles,Speaker,boAt,1299,1144.42,11.9,3,3433.26,3433.26,Delivered,INCREFF B2B,Merchant,1,Karnataka,Hubli,Ecom Express,Bengaluru WH,1.0,78.15,0,INR,2024-02,2024-02-12/2024-02-18,Thursday,2024-02
ORD-2024-100055,2024-02-15,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2244.1,10.2,1,2244.1,2244.1,Delivered,Shiprocket,Merchant,0,Rajasthan,Jodhpur,Delhivery,Mumbai WH,1.0,52.0,0,INR,2024-02,2024-02-12/2024-02-18,Thursday,2024-02
ORD-2024-100056,2024-02-02,AMZ-IN-F012,Fastrack Analog Watch,Fashion & Apparel,Accessories,Fastrack,1495,1010.62,32.4,4,4042.48,4042.48,Delivered,Amazon.in,Amazon,0,Gujarat,Rajkot,Delhivery,Mumbai WH,3.0,43.56,0,INR,2024-02,2024-01-29/2024-02-04,Friday,2024-02
ORD-2024-100057,2024-02-06,AMZ-IN-F004,Levi's 511 Slim Fit Jeans,Fashion & Apparel,Denim,Levis,3499,2645.24,24.4,4,10580.96,10580.96,Delivered,INCREFF B2B,Merchant,1,Tamil Nadu,Salem,DTDC,Bengaluru WH,1.0,64.91,0,INR,2024-02,2024-02-05/2024-02-11,Tuesday,2024-02
ORD-2024-100058,2024-02-05,AMZ-IN-H011,V-Guard Digi 200 Stabilizer,Home & Kitchen,Stabilizer,V-Guard,999,735.26,26.4,1,735.26,735.26,Delivered,Shiprocket,Merchant,0,Telangana,Nizamabad,Ecom Express,Hyderabad WH,2.0,66.27,0,INR,2024-02,2024-02-05/2024-02-11,Monday,2024-02
ORD-2024-100059,2024-02-28,AMZ-IN-E013,Logitech MK215 Keyboard+Mouse,Electronics & Mobiles,Peripherals,Logitech,1495,1387.36,7.2,1,1387.36,1387.36,Delivered,Shiprocket,Merchant,0,Uttar Pradesh,Kanpur,DTDC,Mumbai WH,16.0,59.44,0,INR,2024-02,2024-02-26/2024-03-03,Wednesday,2024-02
ORD-2024-100060,2024-02-11,AMZ-IN-E002,Redmi Note 13 Pro+,Electronics & Mobiles,Smartphone,Xiaomi,26999,25595.05,5.2,1,25595.05,25595.05,Delivered,Shiprocket,Merchant,0,Maharashtra,Nashik,BlueDart,Delhi WH,1.0,83.11,0,INR,2024-02,2024-02-05/2024-02-11,Sunday,2024-02
ORD-2024-100061,2024-02-06,AMZ-IN-E007,TP-Link Deco E4 Mesh WiFi,Electronics & Mobiles,Networking,TP-Link,4999,4409.12,11.8,3,13227.36,13227.36,Delivered,INCREFF B2B,Merchant,1,Delhi,Noida,DTDC,Delhi WH,2.0,61.94,0,INR,2024-02,2024-02-05/2024-02-11,Tuesday,2024-02
ORD-2024-100062,2024-02-06,AMZ-IN-P004,Colgate Total Toothpaste 300g,Health & Personal Care,Oral Care,Colgate,249,225.59,9.4,4,902.36,902.36,Delivered,Shiprocket,Merchant,0,Delhi,Gurugram,Delhivery,Mumbai WH,1.0,42.67,0,INR,2024-02,2024-02-05/2024-02-11,Tuesday,2024-02
ORD-2024-100063,2024-02-08,AMZ-IN-F003,Bata North Star Sneaker,Fashion & Apparel,Footwear,Bata,1299,876.83,32.5,2,1753.66,1753.66,Delivered,Amazon.in,Amazon,0,Tamil Nadu,Salem,XpressBees,Bengaluru WH,1.0,67.24,0,INR,2024-02,2024-02-05/2024-02-11,Thursday,2024-02
ORD-2024-100064,2024-02-18,AMZ-IN-F004,Levi's 511 Slim Fit Jeans,Fashion & Apparel,Denim,Levis,3499,2788.7,20.3,11,30675.7,30675.7,Delivered,Shiprocket,Merchant,1,West Bengal,Durgapur,Delhivery,Delhi WH,1.0,116.89,0,INR,2024-02,2024-02-12/2024-02-18,Sunday,2024-02
ORD-2024-100065,2024-02-15,AMZ-IN-F005,W for Woman Flared Kurta,Fashion & Apparel,Ethnic Wear,W,1099,983.61,10.5,3,2950.83,2950.83,Delivered,Amazon.in,Amazon,0,Karnataka,Mangaluru,Delhivery,Bengaluru WH,1.0,53.63,0,INR,2024-02,2024-02-12/2024-02-18,Thursday,2024-02
ORD-2024-100066,2024-02-14,AMZ-IN-F009,Woodland Waterproof Ankle Boots,Fashion & Apparel,Footwear,Woodland,4499,3396.74,24.5,1,3396.74,3396.74,Delivered,Shiprocket,Merchant,0,Rajasthan,Jodhpur,DTDC,Mumbai WH,8.0,52.62,0,INR,2024-02,2024-02-12/2024-02-18,Wednesday,2024-02
ORD-2024-100067,2024-02-23,AMZ-IN-P003,Patanjali Kesh Kanti Shampoo,Health & Personal Care,Hair Care,Patanjali,149,117.71,21.0,5,588.55,588.55,Delivered,INCREFF B2B,Merchant,1,Delhi,Gurugram,Delhivery,Delhi WH,3.0,53.58,0,INR,2024-02,2024-02-19/2024-02-25,Friday,2024-02
ORD-2024-100068,2024-02-13,AMZ-IN-E010,Redmi 12C Smartphone,Electronics & Mobiles,Smartphone,Xiaomi,8999,7190.2,20.1,4,28760.8,28760.8,Delivered,INCREFF B2B,Merchant,1,Telangana,Nizamabad,BlueDart,Hyderabad WH,1.0,131.67,0,INR,2024-02,2024-02-12/2024-02-18,Tuesday,2024-02
ORD-2024-100069,2024-02-23,AMZ-IN-E003,boAt Airdopes 141 TWS,Electronics & Mobiles,TWS Earbuds,boAt,1299,1014.52,21.9,6,6087.12,0.0,Returned,INCREFF B2B,Merchant,1,Tamil Nadu,Salem,Ecom Express,Bengaluru WH,,54.3,1,INR,2024-02,2024-02-19/2024-02-25,Friday,2024-02
ORD-2024-100070,2024-02-20,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2281.59,8.7,1,2281.59,2281.59,Delivered,Amazon.in,Amazon,0,Rajasthan,Kota,BlueDart,Delhi WH,5.0,93.46,0,INR,2024-02,2024-02-19/2024-02-25,Tuesday,2024-02
ORD-2024-100071,2024-02-24,AMZ-IN-E005,Zebronics Zeb-Duke1 Headset,Electronics & Mobiles,Gaming Headset,Zebronics,999,915.08,8.4,2,1830.16,1830.16,Delivered,Amazon.in,Amazon,0,Telangana,Hyderabad,XpressBees,Hyderabad WH,2.0,45.99,0,INR,2024-02,2024-02-19/2024-02-25,Saturday,2024-02
ORD-2024-100072,2024-02-27,AMZ-IN-F006,Van Heusen Formal Shirt,Fashion & Apparel,Formals,Van Heusen,1499,1061.29,29.2,1,1061.29,0.0,Returned,Amazon.in,Amazon,0,Uttar Pradesh,Agra,Delhivery,Delhi WH,,63.2,1,INR,2024-02,2024-02-26/2024-03-03,Tuesday,2024-02
ORD-2024-100073,2024-02-04,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2309.08,7.6,1,2309.08,2309.08,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Agra,DTDC,Delhi WH,21.0,62.51,0,INR,2024-02,2024-01-29/2024-02-04,Sunday,2024-02
ORD-2024-100074,2024-02-01,AMZ-IN-E007,TP-Link Deco E4 Mesh WiFi,Electronics & Mobiles,Networking,TP-Link,4999,4194.16,16.1,1,4194.16,4194.16,Delivered,Amazon.in,Amazon,0,Delhi,Gurugram,Delhivery,Mumbai WH,2.0,41.79,0,INR,2024-02,2024-01-29/2024-02-04,Thursday,2024-02
ORD-2024-100075,2024-02-05,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2169.13,13.2,5,10845.65,10845.65,Delivered,INCREFF B2B,Merchant,1,Tamil Nadu,Chennai,Delhivery,Bengaluru WH,1.0,54.54,0,INR,2024-02,2024-02-05/2024-02-11,Monday,2024-02
ORD-2024-100076,2024-02-28,AMZ-IN-E011,HP 15s Ryzen 3 Laptop,Electronics & Mobiles,Laptop,HP,42999,41064.04,4.5,1,41064.04,41064.04,Delivered,Shiprocket,Merchant,0,Karnataka,Mysuru,DTDC,Bengaluru WH,3.0,54.53,0,INR,2024-02,2024-02-26/2024-03-03,Wednesday,2024-02
